source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mehta-rajeshwari-varasiddhi-by-mehta-engineers-developers-in-bangalore-south/,Mehta Rajeshwari Varasiddhi,Mehta Rajeshwari Varasiddhi,Mehta Engineers & Developers,,,,"2, 3 BHK Apartment",11,,,,"Raja Rajeshwari Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Mehta Rajeshwari Varasiddhi, Located near Rajarajeshwari Nagar in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mehta-rajeshwari-prasiddhi-by-mehta-engineers-developers-in-bangalore-south/,Mehta Rajeshwari Prasiddhi,Mehta Rajeshwari Prasiddhi,Mehta Engineers & Developers,,,,4 BHK Apartment,4,,,,"Raja Rajeshwari Nagar, Bangalore",4,Apartment,New Project,Ready to Move,"Mehta Rajeshwari Prasiddhi, Located near Rajarajeshwari Nagar in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-sundance-by-vmaks-in-phase-1-electronic-city-bangalore/,Vmaks Sundance,Vmaks Sundance,VMAKS,,,,"2, 3 BHK Apartment",39,,,,"Phase 1, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"Perfect Residence at Electronic City! You are Smart, Savvy and Hardworking and Doing what you do in the IT World. And perhaps you’ve always had ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-chalet-by-vmaks-in-phase-2-electronic-city-bangalore/,Vmaks Chalet,Vmaks Chalet,VMAKS,,,,"2, 3 BHK Apartment",112,,,,"Phase 2, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"VMAKS CHALET is everything you wanted in a home & more, speciously well designed as a private low-rise apartment surrounded by the beauty of natur...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-roselle-by-vmaks-in-phase-2-electronic-city-bangalore/,Vmaks Roselle,Vmaks Roselle,VMAKS,,"VMAKS Roselle affordable apartments in Electronic City, located at Ananthnagar a place where one can dwell in a peaceful environment with only a remot...",,"2, 3 BHK Apartment",48,,,,"Phase 2, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"VMAKS Roselle affordable apartments in Electronic City, located at Ananthnagar a place where one can dwell in a peaceful environment with only a remot...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-rio-by-vmaks-in-phase-2-electronic-city-bangalore/,Vmaks Rio,Vmaks Rio,VMAKS,,VMAKS Rio affordable apartment in Electronic city VMAKS Rio located at Ananthnagar a place where one can dwell in a peaceful environment with only a r...,,"2, 3 BHK Apartment",48,,,,"Phase 2, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,VMAKS Rio affordable apartment in Electronic city VMAKS Rio located at Ananthnagar a place where one can dwell in a peaceful environment with only a r...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-rosebay-by-vmaks-in-phase-2-electronic-city-bangalore/,Vmaks Rosebay,Vmaks Rosebay,VMAKS,,,,"2, 3 BHK Apartment",80,,,,"Phase 2, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"Rosebay- A promise of rose garden. Perfect living up to the expression, Rosebay emerges beautifully amongst a nest of thos. Garden city is slowly tran...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vmaks-rangoli-by-vmaks-in-phase-2-electronic-city-bangalore/,Vmaks Rangoli,Vmaks Rangoli,VMAKS,,45.60 Lac,,"2, 3 BHK Apartment",72,,,,"Phase 2, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,VMAKS BUILDERS PVT.LTD.is a leading land developers and construction company. Dedicated to develop properties that bring assured appreciating value. P...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/excel-aqua-by-excel-group-in-ulsoor-bangalore/,Excel Aqua,Excel Aqua,Excel Group,,,,3 BHK Apartment,8,,,,"Ulsoor, Bangalore",3,Apartment,New Project,Ready to Move,A home at ‘AQUA’ is a paradise for a lifetime having the soothing and awesome views of Ulsoor lake and the scenery surrounding it. Every a...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/excel-nydus-by-excel-group-in-langford-garden-bangalore/,Excel Nydus,Excel Nydus,Excel Group,,2.46 - 4.16 Cr.,,"2, 3 BHK Apartment",10,,,,"Langford Garden, Bangalore",3,Apartment,New Project,Ready to Move,"The ‘NYDUS’ is located at Central Business district, off Richmond Road, at Langford Garden Road, close to Adarsh Hamilton Hotel and republ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/jain-heights-palaash-by-jain-heights-structures-pvt-ltd-in-srirampura-bangalore/,Jain Heights Palaash,Jain Heights Palaash,Jain Heights & Structures Pvt Ltd.,,"Redefining luxury living in Bangalore, PALAASH by JAIN HEIGHTS has been specially created to embellish your lifestyle with ...",,"3, 4 BHK Apartment",,,,,"Srirampura, Bangalore",4,Apartment,New Project,Upcoming Projects,"Redefining luxury living in Bangalore, PALAASH by JAIN HEIGHTS has been specially created to embellish your lifestyle with ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sethna-kensington-garden-by-sethna-group-in-ulsoor-bangalore/,Sethna Kensington Garden,Sethna Kensington Garden,Sethna Group,,,,3 BHK Apartment,7,,,,"Ulsoor, Bangalore",3,Apartment,New Project,Ready to Move,A residential deluxe apartment consisting of 7 flats on an ownership basis. The project is G + 3 floors situated near Ulsoor Lake. The cost of constru...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishweya-coral-by-anubhava-in-ulsoor-bangalore/,Anubhava Ishweya Coral,Anubhava Ishweya Coral,ANUBHAVA,,,,2 BHK Apartment,6,,,,"Ulsoor, Bangalore",2,Apartment,New Project,Ready to Move,"Anubhava Group has redefined the concept of relaxed and stylish living. Stare, discuss, listen, imagine or relish your precious and private moments. L...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-mayflower-by-anubhava-in-richards-town-bangalore/,Anubhava Ishwerya Mayflower,Anubhava Ishwerya Mayflower,ANUBHAVA,,71 - 91 Lac,,"2, 3 BHK Apartment",25,,,,"Richards Town, Bangalore",3,Apartment,New Project,Ready to Move,"Anubhava Group has redefined the concept of relaxed and stylish living. Stare, discuss, listen, imagine or relish your precious and private moments. L...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-opal-by-anubhava-in-frazer-town-bangalore/,Anubhava Ishwerya Opal,Anubhava Ishwerya Opal,ANUBHAVA,,81 - 93 Lac,,"2, 3 BHK Apartment",20,,,,"Frazer Town, Bangalore",3,Apartment,New Project,Ready to Move,"Anubhava Group has redefined the concept of relaxed and stylish living. Stare, discuss, listen, imagine or relish your precious and private moments. L...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nr-royal-manor-by-nr-greenwood-constructions-pvt-ltd-in-srirampura-bangalore/,NR Royal Manor,NR Royal Manor,NR Greenwood Constructions Pvt Ltd,,,,"2, 3 BHK Apartment",90,,,,"Srirampura, Bangalore",3,Apartment,New Project,Ready to Move,"NR ROYAL MANOR, Residential Conclave consisting of 2 magnificent blocks, is situated at North Bangalore’s finest upcoming neighborhood, Srirampu...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nr-springwoods-by-nr-greenwood-constructions-pvt-ltd-in-hegde-nagar-bangalore/,NR Springwoods,NR Springwoods,NR Greenwood Constructions Pvt Ltd,,,,3 BHK Apartment,35,,,,"Hegde Nagar, Bangalore",3,Apartment,New Project,Ready to Move,NR Springwoods is located at a distance of 7 Kms from Hebbal Flyover and 22 Kms from Bangalore Inteational Airport. It is encircled by reputed educati...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nr-royal-park-residency-by-nr-greenwood-constructions-pvt-ltd-in-thanisandra-bangalore/,NR Royal Park Residency,NR Royal Park Residency,NR Greenwood Constructions Pvt Ltd,,1.36 Cr.,,3 BHK Apartment,60,,,,"Thanisandra, Bangalore",3,Apartment,New Project,Ready to Move,NR Greenwood Constructions Pvt. Ltd is a company that places itself in the customer’s shoes and looks at the business of construction from a new...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nr-orchid-gardenia-by-nr-greenwood-constructions-pvt-ltd-in-thanisandra-bangalore/,NR Orchid Gardenia,NR Orchid Gardenia,NR Greenwood Constructions Pvt Ltd,,1.65 - 4.50 Cr.,,"3, 4 BHK Apartment",128,,,,"Thanisandra, Bangalore",4,Apartment,New Project,Ready to Move,NR Orchid Gardenia is a new testimony to exclusivity in the evolving city of Bengaluru. 3 acres of lush greenery form the magnificent backdrop of 4 ma...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/parth-gardenia-by-parth-group-in-kodigehaali-bangalore/,Parth Gardenia,Parth Gardenia,Parth group,,73.16 Lac - 1.30 Cr.,,"2, 3 BHK Apartment",78,,,Yes,"Kodigehaali, Bangalore",3,Apartment,New Project,Ongoing Projects,"Parth Group has launched its premium housing project, Gardenia, in Kodigehalli, Bangalore. The project offers 2, 3 BHK Apartment from 100 sqft to 2150...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/parth-sri-krishna-by-parth-group-in-kalyan-nagar-bangalore/,Parth Sri Krishna,Parth Sri Krishna,Parth group,,,,"1, 2, 3 BHK Apartment",20,,,,"Kalyan Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Sri Krishna, is a premium housing project located at Kalyan Nagar in Bangalore. Offering 1, 2, 3 BHK Apartment in Kalyan Nagar are available from 825 ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/parth-kristal-by-parth-group-in-ulsoor-bangalore/,Parth Kristal,Parth Kristal,Parth group,,,,"2, 3 BHK Apartment",28,,,,"Ulsoor, Bangalore",3,Apartment,New Project,Ready to Move,"Parth Group has launched its premium housing project, Kristal, in Devraj mudaliar road, Bangalore. The project offers 2, 3 BHK Apartment from 1045 sqf...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/parth-parth-orchid-by-parth-group-in-kadugodi-bangalore/,Parth Parth Orchid,Parth Parth Orchid,Parth group,,,,"2, 3 BHK Apartment",48,,,,"Kadugodi, Bangalore",3,Apartment,New Project,Ready to Move,"Parth Group has launched its premium housing project, Orchid, in kadugudi, Bangalore. The project offers 2, 3 BHK Apartment from 1250 sqft to 186...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/parth-oyster-by-parth-group-in-jakkur-bangalore/,Parth Oyster,Parth Oyster,Parth group,,,,"2, 3 BHK Apartment",40,,,,"Jakkur, Bangalore",3,Apartment,New Project,Ready to Move,"Parth Oyster is a premium housing project launched by Parth Group. The project offers Apartment in 2, 3 BHK configurations available from 1080 sqft to...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/peninsula-parkville-by-peninsula-infra-in-sarjapur-bangalore/,Peninsula Parkville,Peninsula Parkville,Peninsula Infra,,,,3 BHK Apartment,192,,,,"Sarjapur, Bangalore",3,Apartment,New Project,Ready to Move,Peninsula Parkville located on NH-207 features 192 luxurious villas with 4 different types ranging from 1200 - 2400 sqft to suit the varying needs of...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-suncrest-by-anubhava-in-pulikeshi-nagar-bangalore/,Anubhava Ishwerya Suncrest,Anubhava Ishwerya Suncrest,ANUBHAVA,,Anubhava Ishwerya Suncrest,,2 BHK Apartment,6,,,,"Pulikeshi Nagar, Bangalore",2,Apartment,New Project,Ready to Move,"Anubhava Group has redefined the concept of relaxed and stylish living. Stare, discuss, listen, imagine or relish your precious and private moments. L...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-primrose-by-anubhava-in-banaswadi-bangalore/,Anubhava Ishwerya Primrose,Anubhava Ishwerya Primrose,ANUBHAVA,,60 - 72 Lac,,"2, 3 BHK Apartment",8,,,,"Banaswadi, Bangalore",3,Apartment,New Project,Ready to Move,"Anubhava Group has redefined the concept of relaxed and stylish living. Stare, discuss, listen, imagine or relish your precious and private moments. L...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anubhava-ishwerya-carnation-by-anubhava-in-hbr-layout-bangalore/,Anubhava Ishwerya Carnation,Anubhava Ishwerya Carnation,ANUBHAVA,,92.95 - 98.45 Lac,,3 BHK Apartment,8,,,,"Hbr Layout, Bangalore",3,Apartment,New Project,Ready to Move,Anubhava Group strive to deliver value to our customers by blending quality construction with Vaastu. We believe in creating living spaces that soothe...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/alpine-vistula-by-alpine-housing-development-corporation-ltd-in-kr-puram-bangalore/,Alpine Vistula,Alpine Vistula,Alpine Housing Development Corporation Ltd.,,19.82 - 68.71 Lac,,"1, 2, 3 BHK Apartment",140,,,,"Kr Puram, Bangalore",3,Apartment,New Project,Ready to Move,"Conveniently situated near Sai Baba Ashram in Whitefield, Alpine Vistula sits among a variety of respectable Schools, Hospitals, and prominent Shoppin...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nd-laurel-by-nd-developers-p-ltd-in-varthur-bangalore/,ND Laurel,ND Laurel,ND Developers (P) Ltd.,,"ND Laurel @ Varthur Main Road, 3 kms from Forum Value Mall / Sigma Tec Park. This proposed ongoing project is spread over 1.5 acres of land, 2 blocks,...",,"2, 3 BHK Apartment",104,,,,"Varthur, Bangalore",3,Apartment,New Project,Ready to Move,"ND Laurel @ Varthur Main Road, 3 kms from Forum Value Mall / Sigma Tec Park. This proposed ongoing project is spread over 1.5 acres of land, 2 blocks,...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-crescent-by-samhita-builders-pvt-ltd-in-kaggadasapura-bangalore/,Samhita Crescent,Samhita Crescent,Samhita Builders Pvt Ltd,,Samhita Crescent,,3 BHK Apartment,,,,,"Kaggadasapura, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Crescent, Located at Kaggadasapura in Bangalore, offers well-designed 3 BHK residential apartments for sale. The project is completed and poss...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-square-by-samhita-builders-pvt-ltd-in-basavanagar-bangalore/,Samhita Square,Samhita Square,Samhita Builders Pvt Ltd,,,,"2, 3 BHK Apartment",48,,,,"Basavanagar, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Square, Located at Basavanagar in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is completed and posses...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-amrit-by-samhita-builders-pvt-ltd-in-marathahalli-bangalore/,Samhita Amrit,Samhita Amrit,Samhita Builders Pvt Ltd,,,,"2, 3 BHK Apartment",48,,,,"Marathahalli, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Amrit, Located at Marathahalli in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is completed and posses...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-castle-by-samhita-builders-pvt-ltd-in-cv-raman-nagar-bangalore/,Samhita Castle,Samhita Castle,Samhita Builders Pvt Ltd,,,,"2, 3 BHK Apartment",92,,,,"Cv Raman Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Castle, Located at CV Raman Nagar in Bangalore, offers well-designed 2,3,4 BHK residential apartments for sale. The project is completed and p...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-blossom-by-samhita-builders-pvt-ltd-in-doddanekkundi-bangalore/,Samhita Blossom,Samhita Blossom,Samhita Builders Pvt Ltd,,,,"2, 3 BHK Apartment",26,,,,"Doddanekkundi, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Blossom, Located at Doddanakkundi in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is completed and pos...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/samhita-serenity-by-samhita-builders-pvt-ltd-in-doddanekkundi-bangalore/,Samhita Serenity,Samhita Serenity,Samhita Builders Pvt Ltd,,,,"2, 3 BHK Apartment",60,,,,"Doddanekkundi, Bangalore",3,Apartment,New Project,Ready to Move,"Samhita Serenity, Located at Doddanakkundi in Bangalore, offers well-designed 2,3 BHK residential apartments for sale. The project is completed and po...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-woods-by-renaissance-holdings-developers-pvt-ltd-in-jalahalli-west-bangalore/,Renaissance Woods,Renaissance Woods,Renaissance Holdings & Developers Pvt Ltd,,84.60 Lac,,3 BHK Apartment,88,,,,"Jalahalli West, Bangalore",3,Apartment,New Project,Ready to Move,"At Renaissance Woods, luxury is in sync with peaceful surroundings. Adjoining Jalahalli Air force station ‘Renaissance Woods’ is located a...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-prospero-by-renaissance-holdings-developers-pvt-ltd-in-hebbal-bangalore/,Renaissance Prospero,Renaissance Prospero,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",120,,,,"Hebbal, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Prospero is a residential project offering 2 BHK and 3 BHK apartments located in Yelahanka, Bangalore. The apartments are spacious, ensure...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ittina-abby-by-ittina-group-in-kaggadasapura-bangalore/,Ittina Abby,Ittina Abby,Ittina Group,,,,"2, 3 BHK Apartment",220,,,,"Kaggadasapura, Bangalore",3,Apartment,New Project,Ready to Move,"Situated in L.B Shastry Nagar, off Airport Road, Ittina Abby consists of 220 apartments. It was sold based on the pioneering 100% living area concept....",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vandana-spring-woods-by-vandana-group-in-sarjapur-bangalore/,Vandana Spring Woods,Vandana Spring Woods,Vandana Group,,,,"2, 3 BHK Apartment",175,,,,"Sarjapur, Bangalore",3,Apartment,New Project,Ready to Move,"Vandana Spring Woods is an apartment enclave in Agrahara, Bangalore. Its launched by Vandana. These 2, 3 BHK Apartment in Central Bangalore are available from 879 sqft to 1712 sqft.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/metropolis-pristine-by-metropolis-properties-private-limited-in-phase-1-electronic-city-bangalore/,Metropolis Pristine,Metropolis Pristine,Metropolis Properties Private Limited,,,,"2, 3 BHK Apartment",88,,,,"Phase 1, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"Metropolis Pristine is offering apartments in Electronic City Phase 1, Bangalore. The project is well equipped with all the amenities to facilit...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nava-charvi-square-by-navanakshatra-homes-in-phase-1-electronic-city-bangalore/,Nava Charvi Square,Nava Charvi Square,Navanakshatra Homes,,,,"1, 2, 3 BHK Apartment",40,,,,"Phase 1, Electronic City, Bangalore",3,Apartment,New Project,Ready to Move,"Charvi Square, is a premium housing project located at Electronic City Phase 1 in Bangalore. Offering 1, 2, 3 BHK Apartment in Bangalore are available...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nava-arya-best-by-navanakshatra-homes-in-rajajinagar-bangalore/,Nava Arya Best,Nava Arya Best,Navanakshatra Homes,,,,Residential Plot,248,,,,"Rajajinagar, Bangalore",,Plot,New Project,Ready to Move,"Arya Best is a premium housing project launched by Nava Nakshatra in Rajaji Nagar, Bangalore with the mode amenities for the comfort of residence...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/metropolis-midtown-by-metropolis-properties-private-limited-in-jp-nagar-bangalore/,Metropolis MidTown,Metropolis MidTown,Metropolis Properties Private Limited,,,,"2, 3 BHK Apartment",119,,,,"J. P. Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Metropolis MidTown is offering apartments in JP Nagar, Bangalore. The project is well equipped with all the amenities to facilitate the ne...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/motwani-fairmont-towers-by-motwani-builders-in-banaswadi-bangalore/,Motwani Fairmont Towers,Motwani Fairmont Towers,Motwani Builders,,2.40 - 3.25 Cr.,,"2, 3, 4 BHK Apartment",70,,,,"Banaswadi, Bangalore",4,Apartment,New Project,Ready to Move,"Fairmont Towers is a colossal 14-storeyed tower, it is not only the tallest residential building in Cooketown, but also the ultimate statement in high...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/msk-lakvin-shelters-by-msk-shelters-pvt-ltd-in-rajarajeshwari-nagar-bangalore/,MSK Lakvin Shelters,MSK Lakvin Shelters,"MSK Shelters Pvt Ltd,",,,,"2, 3 BHK Apartment",36,,,,"Rajarajeshwari Nagar, Bangalore",3,Apartment,New Project,Ready to Move,"Lakvin Shelters is a premium housing project launched by MSK Shelters in Rajarajeshwari Nagar, Bangalore. These 2, 3 BHK Apartment in Rajarajeshwari N...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/msk-varsha-greens-by-msk-shelters-in-rajarajeshwari-nagar-bangalore/,MSK Varsha Greens,MSK Varsha Greens,MSK Shelters,,,,2 BHK Apartment,24,,,,"Rajarajeshwari Nagar, Bangalore",2,Apartment,New Project,Ready to Move,"MSK Shelters has launched its premium housing project, Varsha Greens, in Rajarajeshwari Nagar, Bangalore. The project offers 2 BHK Apartment from 1160...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/msk-gold-nest-by-msk-shelters-in-hosur-bangalore/,MSK Gold Nest,MSK Gold Nest,MSK Shelters,,,,Residential Plot,30,,,,"Hosur, Bangalore",,Plot,New Project,Ready to Move,"MSK Gold Nest is a residential development by MSK Shelters in Hosur, Bangalore. The Project offers plots from 2200 - 3000 sq ft in Bangalore with...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mythreyi-aikya-by-mythreyi-group-in-bannerghatta-road-bangalore/,Mythreyi Aikya,Mythreyi Aikya,Mythreyi Group,,,,"2, 3 BHK Apartment",80,,,,"Bannerghatta Road, Bangalore",3,Apartment,New Project,Ready to Move,"Mythreyi Aikya is offering apartments in Bannerghatta Road, Bangalore. The project is well equipped with all the amenities to facilitate the nee...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/mythreyi-vithola-apartments-by-mythreyi-group-in-bannerghatta-road-bangalore/,Mythreyi Vithola Apartments,Mythreyi Vithola Apartments,Mythreyi Group,,,,"2, 3 BHK Apartment",210,,,,"Bannerghatta Road, Bangalore",3,Apartment,New Project,Ready to Move,"Mythreyi Vithola Apartments is offering apartments in Bannerghatta Road, Bangalore. The project is well equipped with all the amenities to facil...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prasiddhi-ascent-by-prasiddhi-in-sahakar-nagar-bangalore/,Prasiddhi Ascent,Prasiddhi Ascent,Prasiddhi Group,,,,2 BHK Apartment,32,,,,"Sahakar Nagar, Bangalore",2,Apartment,New Project,Ready to Move,"Prasiddhi Ascent is offering apartments in Sahakar Nagar, Bangalore. The project is well equipped with all the amenities to facilitate the needs...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prasiddhi-park-dale-by-prasiddhi-in-doddaballapur-bangalore/,Prasiddhi Park Dale,Prasiddhi Park Dale,Prasiddhi Group,,,,Residential Plot,150,,,,"Doddaballapur, Bangalore",,Plot,New Project,Ready to Move,"Prasiddhi Park Dale is offering plot in Doddaballapur, Bangalore with the mode amenities for the comfort of residence. It is offering a blessed nature...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prasiddhi-commanders-pinnacle-by-prasiddhi-in-hosur-road-bangalore/,Prasiddhi Commanders Pinnacle,Prasiddhi Commanders Pinnacle,Prasiddhi Group,,,,"2, 3 BHK Apartment",77,,,,"Hosur Road, Bangalore",3,Apartment,New Project,Ready to Move,"Prasiddhi Commanders Pinnacle is offering apartments in Hosur Road, Bangalore. The project is well equipped with all the amenities to facilitate...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nr-greenwood-by-nr-greenwood-constructions-pvt-ltd-in-thanisandra-bangalore/,NR Greenwood,NR Greenwood,NR Greenwood Constructions Pvt Ltd,,,,"2, 3 BHK Apartment",53,,,,"Thanisandra, Bangalore",3,Apartment,New Project,Ready to Move,"NR Greenwoods offers 16 exclusive 3 BHK apartments with just 4 apartments to a floor. With 3 sides of all apartments open to light and air, the state ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-mangalam-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Mangalam,Renaissance Mangalam,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",36,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Mangalam is a residential project offering 2 BHK, 3 BHK and 4 BHK apartments located in Malleshwaram, Bangalore North. Malleshwaram is kno...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/renaissance-sudarshan-by-renaissance-holdings-developers-pvt-ltd-in-malleswaram-bangalore/,Renaissance Sudarshan,Renaissance Sudarshan,Renaissance Holdings & Developers Pvt Ltd,,,,"2, 3 BHK Apartment",42,,,,"Malleswaram, Bangalore",3,Apartment,New Project,Ready to Move,"Renaissance Sudarshana is a 4 storey residential project offering 42 units of 2 BHK and 3 BHK apartments located in Malleshwaram, Bangalore. Malleshwa...",,,
