source_website,search_url,detail_url,title,project_name,developer,posted_on,price,area,configurations,total_units,ownership,approved_by,rera_registered,location,bhk,property_type,transaction_type,possession_status,description,amenities,agent_or_builder,seller_type
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-neopolis-by-sobha-limited-in-panathur-bangalore-pjid-44295/,SOBHA NEOPOLIS,SOBHA NEOPOLIS,Sobha Limited,,90 Lac - 3.60 Cr.,,"1, 3, 4 BHK Apartment",1600,,,Yes,"Panathur, Bangalore",4,Apartment,New Project,Upcoming Projects,"Sobha Neopolis is a newly launched premium residential project by Sobha Limited, located just off Panathur Main Road, close to Marathahalli Outer Ring...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-townpark-by-sobha-limited-in-hosur-road-bangalore-pjid-53549/,SOBHA Townpark,SOBHA Townpark,Sobha Limited,,80 Lac - 5 Cr.,,"1, 2, 2.5, 3, 4 BHK Apartment",2104,,,Yes,"Hosur Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"SOBHA Townpark is a luxury residential township inspired by New York City, featuring SOBHA Hamptons and SOBHA Madison Heights. Located near Electronic...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-ayana-in-panathur-bangalore-pjid-56528/,Sobha Ayana,Sobha Ayana,,,1.96 Cr.,,3 BHK Apartment,683,,,Yes,"Panathur, Bangalore",3,Apartment,New Project,Ready to Move,Raw tropical beauty in sylvan surrender of quietude. A world where modern living harmonises with the essence of a lush paradise. Brimming with over 10...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-sacred-grove-by-sobha-limited-in-chikka-tirupathi-bangalore-pjid-63920/,Sobha Sacred Grove,Sobha Sacred Grove,Sobha Limited,,Sobha Sacred Grove,,Residential Plot,388,,,Yes,"Chikka Tirupathi, Bangalore",,Plot,New Project,Upcoming Projects,"Sobha Sacred Grove by the Lake is a premier, new launch plotted project by the famous Sobha Limited. It is in a great spot in Chikkathirupathi, Malur ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-altair-by-sobha-limited-in-sarjapur-road-bangalore-pjid-63905/,Sobha Altair,Sobha Altair,Sobha Limited,,,,"3, 4 BHK Apartment",207,,,Yes,"Sarjapur Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"Beyond the city’s sprawl yet intrinsically linked to its vital corridors, this composed urban oasis is defined by deliberate exclusivity. Meticu...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-the-one-world-by-sobha-limited-in-hoskote-bangalore-pjid-63890/,Sobha The One World,Sobha The One World,Sobha Limited,,1.09 - 3.63 Cr.,,"1, 2, 3, 4 BHK Apartment",4182,,,,"Hoskote, Bangalore",4,Apartment,New Project,Upcoming Projects,"Sobha The One World – Grand Integrated Township is an upcoming landmark development by Sobha Limited, spread across 300+ acres and thoughtfully ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-estancia-by-casagrand-builder-private-limited-in-kogilu-bangalore-pjid-57357/,Casagrand Estancia,Casagrand Estancia,Casagrand Builder Private Limited,,1.47 - 2.23 Cr.,,"3, 4 BHK Apartment",429,,,Yes,"Kogilu, Bangalore",4,Apartment,New Project,Upcoming Projects,"It began with 7.32 acres then we thought, why not 429 finely crafted apartments on B+G+13 floors? then came 73 amenities, a 22,500 sft. grand clubhous...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-promenade-by-casagrand-builder-private-limited-in-yelahanka-bangalore-pjid-57349/,Casagrand Promenade,Casagrand Promenade,Casagrand Builder Private Limited,,1.48 - 2.08 Cr.,,"3, 4 BHK Apartment",223,,,Yes,"Yelahanka, Bangalore",4,Apartment,New Project,Upcoming Projects,"Amidst the city’s fast pace and evolving skyline, the heart yearns for what truly matters – a place to belong, a home that feels like a wa...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-amor-in-akshay-nagar-bangalore-pjid-56236/,Casagrand Amor,Casagrand Amor,,,1.26 Cr.,,3 BHK Apartment,480,,,Yes,"Akshay Nagar, Bangalore",3,Apartment,New Project,Upcoming Projects,"Welcome to Casagrand Amor, your sanctuary of luxury and tranquility nestled in Begur, off Bannerghatta Road. Offering elegant 2 and 3 BHK apartments, ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-flamingo-by-casagrand-builder-private-limited-in-hsr-layout-bangalore-pjid-57345/,Casagrand Flamingo,Casagrand Flamingo,Casagrand Builder Private Limited,,2.35 - 3.11 Cr.,,3 BHK Apartment,218,,,Yes,"HSR Layout, Bangalore",3,Apartment,New Project,Upcoming Projects,Casagrand Flamingo offers the epitome of luxury to give you a living experience that is absolutely par excellence. These premium apartments at HSR Lay...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/casagrand-regal-in-ashwath-nagar-hbr-layout-bangalore-pjid-56831/,Casagrand Regal,Casagrand Regal,,,1.30 - 1.52 Cr.,,3 BHK Apartment,72,,,Yes,"Ashwath Nagar, Hbr Layout, Bangalore",3,Apartment,New Project,Upcoming Projects,"Nestled within a meticulously planned landscape spanning across 1.43 acres, our community exudes sophistication and allure at every corner. With round...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/embassy-verde-by-embassy-group-in-devanahalli-bangalore-pjid-56423/,Embassy Verde,Embassy Verde,Embassy Group,,,,"2, 2.5, 3 BHK Apartment",1044,,,Yes,"Devanahalli, Bangalore",3,Apartment,New Project,Upcoming Projects,"Embassy Verde invites you to experience life where vibrant greenery meets modern living. Nestled in Embassy Springs, North Bengaluru's sustainable tow...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tvs-emerald-auralis-by-tvs-emerald-in-thanisandra-bangalore-pjid-56311/,TVS Emerald Auralis,TVS Emerald Auralis,TVS EMERALD,,"Homes built on principles. Spaces filled with purposeAt TVS Emerald Auralis, life flows in balance between architecture and intention. Spread across 3...",,"2, 3 BHK Apartment",393,,,Yes,"Thanisandra, Bangalore",3,Apartment,New Project,Upcoming Projects,"Homes built on principles. Spaces filled with purposeAt TVS Emerald Auralis, life flows in balance between architecture and intention. Spread across 3...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/tvs-emerald-cascadia-by-tvs-emerald-in-sudhama-nagar-bangalore-pjid-56313/,TVS Emerald Cascadia,TVS Emerald Cascadia,TVS EMERALD,,"Over an acre in the midst of a neighbourhood that’s replete with luxury stands TVS Emerald Cascadia in all its majesty, offering 63 families an ...",,"3, 4 BHK Apartment",63,,,Yes,"Sudhama Nagar, Bangalore",4,Apartment,New Project,Upcoming Projects,"Over an acre in the midst of a neighbourhood that’s replete with luxury stands TVS Emerald Cascadia in all its majesty, offering 63 families an ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/between-the-greens-by-42-estates-in-varthur-bangalore-pjid-56117/,Between The Greens,Between The Greens,42 Estates,,,,4 BHK Apartment,147,,,Yes,"Varthur, Bangalore",4,Apartment,New Project,Upcoming Projects,"4BHK Villas, embracing a nature-inspired and serene lifestyle. Wherever the world takes us, we return to where we truly belong. We believe true belong...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/surya-valencia-in-yelahanka-bangalore-pjid-54510/,Surya Valencia,Surya Valencia,,,3.49 Cr.,,"4, 5 BHK Apartment",122,,,Yes,"Yelahanka, Bangalore",5,Apartment,New Project,Upcoming Projects,"LIVE THE SPANISH VILLA LIFELaunching Surya Valencia, Luxury Spanish Villas near Yelahanka. Enjoy the eloquence of Spanish culture and architecture rig...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/lodha-azur-in-bannerghatta-road-bangalore-pjid-47622/,Lodha Azur,Lodha Azur,,,2.50 - 3.50 Cr.,,"3, 4 BHK Apartment",500,,,Yes,"Bannerghatta Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"Experience the good life at Lodha Azur, where luxury permeates every facet of your life. Discover lavish residences with terrace-like decks that prese...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/lodha-haven-by-lodha-group-in-hosa-road-bangalore-pjid-55099/,Lodha Haven,Lodha Haven,Lodha Group,,2.30 - 4.80 Cr.,,"3, 3.5, 4.5 BHK Apartment",500,,,Yes,"Hosa Road, Bangalore",4.5,Apartment,New Project,Upcoming Projects,"For over four decades, Lodha has been redefining luxury living and shaping lifestyles through some of the world’s finest developments. We don&rs...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/nambiar-district-25-by-nambiar-builders-in-sarjapur-attibele-road-bangalore-pjid-54998/,Nambiar District 25,Nambiar District 25,Nambiar Builders,,1.57 - 3.83 Cr.,,"2, 3, 4 BHK Apartment",5660,,,Yes,"Sarjapur Attibele Road, Bangalore",4,Apartment,New Project,Upcoming Projects,"Nambiar District 25 is an astonishing township sprawling over 100 acres of land, besides Sarjapur Road in Bangalore. The newly launched towers compris...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/lodha-sarjapur-by-lodha-group-in-sarjapur-road-bangalore-pjid-54848/,Lodha Sarjapur,Lodha Sarjapur,Lodha Group,,1.79 - 2.79 Cr.,,"3, 3.5 BHK Apartment",,,,,"Sarjapur Road, Bangalore",3.5,Apartment,New Project,Upcoming Projects,"Lodha Sarjapur Road is a residential elevation with 11 towers offering ultra-plush 3 & 3.5 BHK apartments in Sarjapur, Bangalore. The lush project...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/lodha-mirabelle-in-thanisandra-bangalore-pjid-50078/,Lodha Mirabelle,Lodha Mirabelle,,,"3.2 acres of central greens. It's not a landscape, it's a symphony of greeneryThe enchanting gardens of Lodha Mirabelle look to revive Bengaluru's age...",,"3, 3.5, 4 BHK Apartment",721,,,Yes,"Thanisandra, Bangalore",4,Apartment,New Project,Upcoming Projects,"3.2 acres of central greens. It's not a landscape, it's a symphony of greeneryThe enchanting gardens of Lodha Mirabelle look to revive Bengaluru's age...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sattva-lumina-by-salarpuria-sattva-group-in-yelahanka-bangalore-pjid-54102/,Sattva Lumina,Sattva Lumina,Salarpuria Sattva Group,,,,"1, 2, 3 BHK Apartment",1553,,,Yes,"Yelahanka, Bangalore",3,Apartment,New Project,Upcoming Projects,LIFE REDEFINED IN YELAHANKA SATTVA LUMINAEmbark on a journey where modernity is interwoven with the rich tapestry of Yelahanka.Sattva brings you &lsqu...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sattva-vasanta-skye-by-salarpuria-sattva-group-in-devanahalli-bangalore-pjid-54106/,Sattva Vasanta Skye,Sattva Vasanta Skye,Salarpuria Sattva Group,,"Sattva Vasanta Skye, a visionary 16-acre residential project, blends modern architecture with nature’s embrace. Featuring three majestic towers&...",,"1, 2, 3, 4 BHK Apartment",1077,,,Yes,"Devanahalli, Bangalore",4,Apartment,New Project,Upcoming Projects,"Sattva Vasanta Skye, a visionary 16-acre residential project, blends modern architecture with nature’s embrace. Featuring three majestic towers&...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sattva-aeropolis-by-salarpuria-sattva-group-in-devanahalli-bangalore-pjid-54110/,Sattva Aeropolis,Sattva Aeropolis,Salarpuria Sattva Group,,,,"1, 2, 3 BHK Apartment",1001,,,Yes,"Devanahalli, Bangalore",3,Apartment,New Project,Upcoming Projects,"Sattva Aeropolis offers Premium 1BHK, 2BHK & 3BHK Apartments Right On Intl. Airport Main Road Near Devanahalli - North Bangalore. The project spre...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/bhartiya-city-nikoo-homes-5-by-bhartiya-city-developers-pvt-ltd-in-thanisandra-bangalore-pjid-54113/,Bhartiya City Nikoo Homes 5,Bhartiya City Nikoo Homes 5,Bhartiya City Developers Pvt Ltd,,Bhartiya City Nikoo Homes 5 presents you with a remarkable lifestyle under the 100+ acres Bhartiya City. The newly launched Tower 1 & 2 under Phas...,,"2, 2.5, 3, 3.5 BHK Apartment",,,,Yes,"Thanisandra, Bangalore",3.5,Apartment,New Project,Upcoming Projects,Bhartiya City Nikoo Homes 5 presents you with a remarkable lifestyle under the 100+ acres Bhartiya City. The newly launched Tower 1 & 2 under Phas...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/surya-city-phase-4-in-jigani-bangalore-pjid-53218/,Surya City Phase 4,Surya City Phase 4,,,36 - 53.99 Lac,,Residential Plot,,,,,"Jigani, Bangalore",,Plot,New Project,Ready to Move,"Karnataka Housing Board launched new Affordable Residential Plots in Jigani OTIS Circle ,Surya City Phase-4 , Bangalore. Karnataka Surya City Phase 4 ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/prestige-southern-star-by-prestige-group-in-akshay-nagar-bangalore-pjid-53561/,Prestige Southern Star,Prestige Southern Star,Prestige Group,,83.00 Lac - 3.31 Cr.,,"1, 2, 3, 4 BHK Apartment",2130,,,Yes,"Akshay Nagar, Bangalore",4,Apartment,New Project,Upcoming Projects,"Bring balance, tranquility, activity, well-being & indulgence into your life.Part of a 30+ acre township, Prestige Southern Star is more than a ho...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/century-seasons-by-century-real-estate-holdings-pvt-ltd-in-devanhalli-road-bangalore-pjid-32784/,Century Seasons,Century Seasons,Century Real Estate Holdings Pvt. Ltd.,,60.10 - 96.10 Lac,,Residential Plot,329,,,Yes,"Devanhalli Road, Bangalore",,Plot,New Project,Upcoming Projects,"Century Seasons is a luxury villa plotted development located just 5 minutes drive from Devanahalli highway, off Bellary Road, with close very close p...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/candid-hyacinth-by-no-builder-in-hsr-layout-bangalore-pjid-52442/,Candid Hyacinth,Candid Hyacinth,,,1.10 Cr.,,3 BHK Apartment,,,,Yes,"HSR Layout, Bangalore",3,Apartment,New Project,Ongoing Projects,"Candid Hyacinth is a residential development in HBR Layout, Bangalore, Karnataka. Candid Hyacinth will provide skillfully designed 3 BHK Luxury Homes ...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/kr-infinity-by-no-builder-in-devanahalli-bangalore-pjid-52444/,KR Infinity,KR Infinity,,,48 Lac,,2 BHK Apartment,,,,Yes,"Devanahalli, Bangalore",2,Apartment,New Project,Ready to Move,"KR Infinity is a residential development in Devanahalli, Bangalore, 562110. KR Infinity will provide skillfully designed 2 BHK Luxury Homes with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/rr-residency-by-no-builder-in-meesaganahalli-bangalore-pjid-52446/,RR Residency,RR Residency,,,73.50 Lac,,Residential Plot,19,,,,"Meesaganahalli, Bangalore",,Plot,New Project,Ongoing Projects,"RR Residency is a residential development in Raksha Nikunj Road, Meesaganahalli, Bangalore. RR Residency will provide skillfully designed Community Plot with all necessities.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-infinia-by-sobha-limited-in-koramangala-bangalore-pjid-49663/,SOBHA Infinia,SOBHA Infinia,Sobha Limited,,,,"3, 4 BHK Apartment",300,,,Yes,"Koramangala, Bangalore",4,Apartment,New Project,Upcoming Projects,Step into the world of architectural excellence at SOBHA Infinia – iconic apartments that epitomise the essence of modern architecture. Every as...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/citrus-polaris-by-citrus-ventures-in-hennur-road-bangalore-pjid-26615/,Citrus Polaris,Citrus Polaris,Citrus Ventures,,1.82 - 3.86 Cr.,,"4, 5 BHK Apartment",50,,,Yes,"Hennur Road, Bangalore",5,Apartment,New Project,Ongoing Projects,"Citrus Polaris is the new residential Villa project launched in Hennur Bagalur Road, Bangalore.The residential enclave Citrus Polaris features the ver...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/citrus-zen-garden-by-citrus-ventures-in-jakkur-bangalore-pjid-26621/,Citrus Zen Garden,Citrus Zen Garden,Citrus Ventures,,1.46 Cr.,,3 BHK Apartment,75,,,Yes,"Jakkur, Bangalore",3,Apartment,New Project,Ongoing Projects,"Citrus Zen Garden is the new residential Villa project launched in Hebbal, Jakkur just off Bellary Road, Bangalore. The residential enclave Citrus Zen...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/arvind-forest-trails-by-arvind-smartspaces-in-sarjapur-bangalore-pjid-48362/,Arvind Forest Trails,Arvind Forest Trails,Arvind Smartspaces,,1.80 - 2.45 Cr.,,5 BHK Apartment,253,,,Yes,"Sarjapur, Bangalore",5,Apartment,New Project,Upcoming Projects,"Drawing on the philosophy of #DesignedToInspire, Arvind Forest Trails is styled to inspire every walk of life by providing you with one of the largest...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/subha-ecostone-by-maa-homes-in-chandapura-bangalore-pjid-48364/,Subha Ecostone,Subha Ecostone,Maa Homes,,1.75 - 2.25 Cr.,,"3, 4 BHK Apartment",87,,,Yes,"Chandapura, Bangalore",4,Apartment,New Project,Ongoing Projects,"Smart & Active Lifestyle is the core of EcoStone. With Automated homes & outdoor as well as indoor fitness facilities, EcoStone becomes the ga...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/radiance-floresta-by-radiance-realty-developers-india-limited-in-hennur-road-bangalore-pjid-48366/,Radiance Floresta,Radiance Floresta,Radiance Realty Developers India Limited,,2.11 - 2.25 Cr.,,3.5 BHK Apartment,65,,,Yes,"Hennur Road, Bangalore",3.5,Apartment,New Project,Upcoming Projects,"Radiance Floresta | Villaments In Hennur, BangaloreRadiance Floresta perfectly combines all the must have elements of uber luxury living. The gated co...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/century-wintersun-by-century-real-estate-holdings-pvt-ltd-in-doddaballapur-bangalore-pjid-30449/,Century Wintersun,Century Wintersun,Century Real Estate Holdings Pvt. Ltd.,,2.98 - 4.59 Cr.,,"3, 4 BHK Apartment",51,,,Yes,"Doddaballapur, Bangalore",4,Apartment,New Project,Ready to Move,"Live the resort life every day.Cherish the resort life nestled amidst the verdant greens, Ferié villas at Century Wintersun is a luxury villa d...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sobha-oakshire-in-devanachicknhalli-bangalore-pjid-44911/,Sobha Oakshire,Sobha Oakshire,,,6 Cr.,,4 BHK Apartment,,,,Yes,"Devanachicknhalli, Bangalore",4,Apartment,New Project,Upcoming Projects,Sobha Oakshire is a new development by Sobha Limited that offers Luxury Villas located in Devanahalli Bangalore. It has Luxury Villas spread over wide...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/cedar-string-by-terra-tones-in-thanisandra-bangalore-pjid-48343/,Cedar String,Cedar String,Terra Tones,,6 Cr.,,4 BHK Apartment,21,,,Yes,"Thanisandra, Bangalore",4,Apartment,New Project,Ongoing Projects,"Constructed with classic sensibilities mixed with contemporary design, we strive to bring you closer to nature. Each unit comes equipped with a garden...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sowparnika-life-on-the-green-by-sowparnika-projects-in-sarjapur-attibele-road-bangalore-pjid-48346/,Sowparnika Life On The Green,Sowparnika Life On The Green,Sowparnika Projects,,1.75 - 2.11 Cr.,,5 BHK Apartment,127,,,Yes,"Sarjapur Attibele Road, Bangalore",5,Apartment,New Project,Upcoming Projects,"A luxurious lifestyle awaits you at Sowparnika Life On The Green, a property with beautiful 5 BHK villas in Bangalore. Built on your own land, these 1...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/vaikuntam-by-svr-group-in-marathahalli-bangalore-pjid-45548/,Vaikuntam,Vaikuntam,Svr group,,59.90 Lac,,Agricultural/Farm Land,35,,,,"Marathahalli, Bangalore",,Land,New Project,Ongoing Projects,"Vaikuntam SVR Farms, your trusted destination for farm and agriculture land for sale near Bangalore by SVR Farms.Vaikuntam Farmland, a gorgeous heaven...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/rohan-ekanta-in-gunjur-bangalore-pjid-42679/,Rohan Ekanta,Rohan Ekanta,,,,,"2, 3 BHK Apartment",705,,,Yes,"Gunjur, Bangalore",3,Apartment,New Project,Ready to Move,"Rohan Builders launched a new residential apartment project ""Rohan Antara"" in Gunjur, Whitefiled, Bangalore. offers 2, 3 BHK with 25+ world class luxu...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/m1-terra-alegria-phase-2-by-m1-homes-in-whitefield-bangalore-pjid-43491/,M1 Terra Alegria Phase 2,M1 Terra Alegria Phase 2,M1 Homes,,1.79 - 2.09 Cr.,,4 BHK Apartment,159,,,,"Whitefield, Bangalore",4,Apartment,New Project,Ongoing Projects,M1 Terra Alegria Phase 2 residential project launched by M1 Homes .M1 Terra Alegria offers a serene living experience in the bustling city of Bangalor...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/brigade-calista-in-budigere-cross-bangalore-pjid-42675/,Brigade Calista,Brigade Calista,,,"Budigere Cross, Bangalore",,"1, 2, 3 BHK Apartment",506,,,Yes,"Budigere Cross, Bangalore",3,Apartment,New Project,Upcoming Projects,Brigade Calista has most of its greenery at its centre. You don’t just get a home but also get to unfold all the layers of nature and its colour...,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/subhavya-enclave-by-svr-group-in-chandapura-bangalore-pjid-41849/,Subhavya enclave,Subhavya enclave,SVR Group,,24.40 - 33.60 Lac,,Residential Plot,,,,,"Chandapura, Bangalore",,Plot,New Project,Ready to Move,"SVR Group launch a new residential project ""Subhavya enclave"" lacated at Bangalore south, Kaval Hosahalli, Chandapura – Anekal Road its a Very near By Alliance University Central Campus.",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/hm-crescendo-by-hm-group-in-jp-nagar-6th-phase-bangalore-pjid-42136/,HM Crescendo,HM Crescendo,HM Group,,HM Crescendo,,"2, 3 BHK Apartment",116,,,Yes,"JP Nagar 6th Phase, Bangalore",3,Apartment,New Project,Ongoing Projects,"The project is offering 2 BHK, 3 BHK. It is set in 3.18 Acres . HM Crescendo is a Ready to Move residential pr...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-sunshine-by-sai-developers-in-nagondanahalli-bangalore-pjid-42094/,Sai Sunshine,Sai Sunshine,Sai developers,,,,2 BHK Apartment,115,,,Yes,"Nagondanahalli, Bangalore",2,Apartment,New Project,Ongoing Projects,,,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/anuraag-amoga-in-varthur-bangalore-pjid-35709/,Anuraag Amogh,Anuraag Amogh,,,70 Lac,,"2, 3 BHK Apartment",,,,Yes,"Varthur, Bangalore",3,Apartment,New Project,Ready to Move,"Anuraag Abode is inspiring in design, stirring in luxury and enveloped by verdant surroundings. Anuraag Abode goal is to deliver developments that are...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/sai-balaji-residency-by-sri-dwaraka-builders-and-developers-in-whitefield-bangalore-pjid-33777/,Sai Balaji Residency,Sai Balaji Residency,Sri Dwaraka Builders And Developers,,48.47 - 54.09 Lac,,"2, 3 BHK Apartment",,,,Yes,"Whitefield, Bangalore",3,Apartment,New Project,Ready to Move,"Residential project, Sri Dwaraka Sai Balaji Residency in Bangalore is offering units for sale in Nagondanahalli. Check out some Apartment that suit yo...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/century-ethos-by-century-real-estate-holdings-pvt-ltd-in-hebbal-bangalore-pjid-6283/,Century Ethos,Century Ethos,Century Real Estate Holdings Pvt. Ltd.,,3.36 - 5.44 Cr.,,"3, 4 BHK Apartment",333,,,Yes,"Hebbal, Bangalore",4,Apartment,New Project,Ongoing Projects,"Presenting North Bengaluru’s finest addressCentury Ethos, a landmark of contemporary architecture rising tall above prime Hebbal. A 7.3-acre dev...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/ozone-urbana-by-ozone-group-in-nh-7-bangalore/,Ozone Urbana,Ozone Urbana,Ozone Group,,54 - 72 Lac,,"2, 3 BHK Apartment",,,,Yes,"NH 7, Bangalore",3,Apartment,New Project,Ready to Move,"Buying a home makes it to the top of most people's wish lists. We, at Ozonegroup, understand that when you decide to commit to that dream, you want it...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/century-horizon-by-century-real-estate-holdings-pvt-ltd-in-jakkur-bangalore/,Century Horizon,Century Horizon,Century Real Estate Holdings Pvt. Ltd.,,99 Lac - 1.86 Cr.,,"2, 3, 4 BHK Apartment",,,,Yes,"Jakkur, Bangalore",4,Apartment,New Project,Upcoming Projects,"Life Was Never Such A Perfect BlendPresenting Century Horizon, a 2-acre mixed-use development featuring ‘152 select’ 2 and 3 bed residence...",,,
RealEstateIndia,https://www.realestateindia.com/bangalore-property/new-projects.htm,https://www.realestateindia.com/projects/codename-maximum-khushiyaan-by-pashmina-developers-in-whitefield-bangalore/,Codename Maximum Khushiyaan,Codename Maximum Khushiyaan,Pashmina Developers,,26.91 - 35.60 Lac,,"1, 2 BHK Apartment",,,,Yes,"Whitefield, Bangalore",2,Apartment,New Project,Upcoming Projects,"Elegant 1 bed homes with a private balcony in a 10-acre digital mega-township, located off Budigere cross Whitefield Extension, Bengaluru-Get more out...",,,
